1 			2         3 			4 			8 			9 			10 			11 			12 			13 			14 			15 			16 			17 			M047 		M048 		M046 		T004 		M045		 M050 		L001 		M044 		D004 		M043 		E002 		T005 		M042 		L002 		M027 		L003 		M028 		M029 		M037 		D003 		M030 		D005 		M038 		L005 		M031 		T003 		M036 		M032 		M035 		M033 		M034 		L004 		M039 		L006 		F001 		M040		D006 		M041 		L007 		F002		M004 		M005 		D002 		M011		M012 		M003 		M006		T001 		M010 		M013		M009 		R002 		M002 		M007 		M014 		D013 		I011 		I012 		M008 		M001 		M015        M023 		M016		D012 		D008 		D009 		D016 		M022 		D010 		L010 		M017 		T002 		R001 		D007 		D014 		D015 		M018 		M019 		M021 		M026 		L009 		M025 		M024 		D001 		M020 		L011 		D011 		M051
0.016073982 0.016124288 0.016405110 0.016081869 0.014839782 0.015250047 0.015162039 0.015173871 0.015130461 0.014998513 0.180097025 0.015157650 0.015136309 0.014591078 0.018531897 0.018531897 0.018531897 0.017970345 0.019181928 0.008740840 0.022272882 0.018531897 0.019171650 0.017970345 0.017970345 0.017970345 0.017970345 0.017970345 0.017976941 0.019164072 0.017976941 0.017976941 0.017976941 0.017976941 0.017976941 0.017976941 0.017976941 0.017976941 0.017976941 0.017976941 0.017976941 0.017976941 0.017976941 0.017976941 0.017976941 0.019181507 0.017976941 0.019986056 0.020976591 0.017976941 0.018540215 0.017976941 0.017976941 0.020996125 0.017991237 0.017991237 0.019219106 0.017991237 0.017991237 0.017991237 0.017991237 0.017991237 0.017991237 0.017991237 0.017991237 0.019975181 0.017991237 0.017991237 0.017991237 0.020015767 0.024113939 0.024117115 0.017991237 0.017991237 0.017991237 0.017974872 0.017974872 0.017974872 0.019201597 0.018538087 0.019201597 0.017974872 0.018521519 0.017974872 0.017974872 0.017974872 0.019957141 0.017974872 0.018538087 0.018538087 0.017974872 0.017974872 0.017974872 0.017974872 0.017974872 0.017974872 0.017974872 0.017974872 0.017974872 0.019995503 0.019201597 0.017974872
0.015910420 0.015648856 0.015952848 0.016087383 0.014650497 0.014799645 0.014704425 0.014716689 0.015017414 0.014999675 0.014895044 0.182832716 0.015022424 0.014453719 0.018554947 0.018554947 0.018554947 0.017984202 0.019206892 0.019213730 0.007859763 0.018554947 0.019225609 0.017984202 0.017984202 0.017984202 0.017984202 0.017984202 0.017973518 0.008557188 0.017973518 0.017973518 0.017973518 0.017973518 0.017973518 0.017973518 0.017973518 0.017973518 0.017973518 0.017973518 0.017973518 0.017973518 0.017973518 0.017973518 0.017973518 0.019215280 0.017973518 0.008348985 0.021061617 0.017973518 0.018544634 0.017973518 0.017973518 0.021086558 0.017988676 0.017988676 0.019236941 0.017988676 0.017988676 0.017988676 0.017988676 0.017988676 0.017988676 0.017988676 0.017988676 0.020016233 0.017988676 0.017988676 0.017988676 0.020043210 0.024243657 0.007547043 0.017988676 0.017988676 0.017988676 0.017998642 0.017998642 0.017998642 0.019250345 0.018571857 0.019250345 0.017998642 0.018558242 0.017998642 0.017998642 0.017998642 0.020032087 0.017998642 0.018571857 0.018571857 0.017998642 0.017998642 0.017998642 0.017998642 0.017998642 0.017998642 0.017998642 0.017998642 0.017998642 0.020080719 0.019250345 0.017998642
0.015908941 0.015838660 0.015666002 0.016087004 0.014632065 0.014769298 0.014807931 0.014820203 0.014987660 0.014847255 0.014865569 0.015013835 0.182905935 0.014587020 0.018549922 0.018549922 0.018549922 0.017986827 0.019211065 0.019210136 0.007870728 0.018549922 0.019213609 0.017986827 0.017986827 0.017986827 0.017986827 0.017986827 0.017986965 0.019198131 0.017986965 0.017986965 0.017986965 0.017986965 0.017986965 0.017986965 0.017986965 0.017986965 0.017986965 0.017986965 0.017986965 0.017986965 0.017986965 0.017986965 0.017986965 0.019215933 0.017986965 0.020019712 0.008139755 0.017986965 0.018551273 0.017986965 0.017986965 0.021091120 0.017974903 0.017974903 0.019213414 0.017974903 0.017974903 0.017974903 0.017974903 0.017974903 0.017974903 0.017974903 0.017974903 0.020012496 0.017974903 0.017974903 0.017974903 0.008379090 0.024204329 0.007531353 0.017974903 0.017974903 0.017974903 0.018001337 0.018001337 0.018001337 0.019246121 0.018566891 0.019246121 0.018001337 0.018562228 0.018001337 0.018001337 0.018001337 0.020049522 0.018001337 0.018566891 0.018566891 0.018001337 0.018001337 0.018001337 0.018001337 0.018001337 0.018001337 0.018001337 0.018001337 0.018001337 0.020068894 0.019246121 0.018001337
0.013658920 0.014883602 0.014980479 0.014549906 0.013124907 0.012641783 0.012990292 0.012986189 0.012940811 0.012943948 0.012769524 0.012872325 0.012998473 0.202872930 0.007628158 0.007628158 0.007628158 0.018150138 0.007467937 0.007478680 0.006849990 0.007628158 0.007464933 0.018150138 0.018150138 0.018150138 0.018150138 0.018150138 0.018228262 0.019712311 0.018228262 0.018228262 0.018228262 0.018228262 0.018228262 0.018228262 0.018228262 0.018228262 0.018228262 0.018228262 0.018228262 0.018228262 0.018228262 0.018228262 0.018228262 0.007531891 0.018228262 0.007365718 0.007152370 0.018228262 0.007690004 0.018228262 0.018228262 0.007166662 0.018230500 0.018230500 0.007536821 0.018230500 0.018230500 0.018230500 0.018230500 0.018230500 0.018230500 0.018230500 0.018230500 0.020725159 0.018230500 0.018230500 0.018230500 0.007359619 0.006666755 0.006677924 0.018230500 0.018230500 0.018230500 0.018210032 0.018210032 0.018210032 0.007498129 0.007668353 0.007498129 0.018210032 0.018875586 0.018210032 0.018210032 0.018210032 0.020702617 0.018210032 0.007668353 0.007668353 0.018210032 0.018210032 0.018210032 0.018210032 0.018210032 0.018210032 0.018210032 0.018210032 0.018210032 0.007317395 0.007498129 0.018210032
0.015874835 0.003822036 0.003828994 0.003824458 0.007975469 0.007487184 0.007526485 0.007531815 0.007493524 0.007666165 0.007386263 0.007525834 0.007528101 0.003474057 0.418103292 0.004965467 0.004965467 0.004791217 0.004909166 0.004926723 0.004758613 0.004965467 0.004917957 0.004791217 0.004791217 0.004791217 0.004791217 0.004791217 0.004087882 0.003807047 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004093138 0.004087882 0.003955096 0.003815228 0.004087882 0.004206746 0.004087882 0.004087882 0.003782496 0.004088016 0.004088016 0.004064227 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.003644238 0.004088016 0.004088016 0.004088016 0.003932713 0.003371862 0.003372751 0.004088016 0.004088016 0.004088016 0.004088064 0.004088064 0.004088064 0.004064251 0.004206965 0.004064251 0.004088064 0.003943079 0.004088064 0.004088064 0.004088064 0.003643632 0.004088064 0.004206965 0.004206965 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.003932031 0.004064251 0.004088064
0.015874835 0.003822036 0.003828994 0.003824458 0.007975469 0.007487184 0.007526485 0.007531815 0.007493524 0.007666165 0.007386263 0.007525834 0.007528101 0.003474057 0.004965467 0.418103292 0.004965467 0.004791217 0.004909166 0.004926723 0.004758613 0.004965467 0.004917957 0.004791217 0.004791217 0.004791217 0.004791217 0.004791217 0.004087882 0.003807047 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004093138 0.004087882 0.003955096 0.003815228 0.004087882 0.004206746 0.004087882 0.004087882 0.003782496 0.004088016 0.004088016 0.004064227 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.003644238 0.004088016 0.004088016 0.004088016 0.003932713 0.003371862 0.003372751 0.004088016 0.004088016 0.004088016 0.004088064 0.004088064 0.004088064 0.004064251 0.004206965 0.004064251 0.004088064 0.003943079 0.004088064 0.004088064 0.004088064 0.003643632 0.004088064 0.004206965 0.004206965 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.003932031 0.004064251 0.004088064
0.015874835 0.003822036 0.003828994 0.003824458 0.007975469 0.007487184 0.007526485 0.007531815 0.007493524 0.007666165 0.007386263 0.007525834 0.007528101 0.003474057 0.004965467 0.004965467 0.418103292 0.004791217 0.004909166 0.004926723 0.004758613 0.004965467 0.004917957 0.004791217 0.004791217 0.004791217 0.004791217 0.004791217 0.004087882 0.003807047 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004087882 0.004093138 0.004087882 0.003955096 0.003815228 0.004087882 0.004206746 0.004087882 0.004087882 0.003782496 0.004088016 0.004088016 0.004064227 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.004088016 0.003644238 0.004088016 0.004088016 0.004088016 0.003932713 0.003371862 0.003372751 0.004088016 0.004088016 0.004088016 0.004088064 0.004088064 0.004088064 0.004064251 0.004206965 0.004064251 0.004088064 0.003943079 0.004088064 0.004088064 0.004088064 0.003643632 0.004088064 0.004206965 0.004206965 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.004088064 0.003932031 0.004064251 0.004088064
0.015485655 0.004025106 0.004034221 0.004018875 0.007940237 0.007462310 0.007508703 0.007513679 0.007476009 0.007640696 0.007369355 0.007505063 0.007510452 0.008504821 0.004929627 0.004929627 0.004929627 0.406570901 0.004871845 0.004888860 0.004712481 0.004929627 0.004880150 0.005032792 0.005032792 0.005032792 0.005032792 0.005032792 0.004364187 0.004134405 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004364187 0.004095430 0.004364187 0.003959558 0.003820740 0.004364187 0.004207798 0.004364187 0.004364187 0.003789896 0.004364373 0.004364373 0.004067991 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004364373 0.004005096 0.004364373 0.004364373 0.004364373 0.003938061 0.003385576 0.003386709 0.004364373 0.004364373 0.004364373 0.004363894 0.004363894 0.004363894 0.004067023 0.004207453 0.004067023 0.004363894 0.004242690 0.004363894 0.004363894 0.004363894 0.004003941 0.004363894 0.004207453 0.004207453 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.004363894 0.003936331 0.004067023 0.004363894
0.016339051 0.003626863 0.003651510 0.003630428 0.008039035 0.007522361 0.007567513 0.007572812 0.007524629 0.003382742 0.007419246 0.007559876 0.007565844 0.003300506 0.004763985 0.004763985 0.004763985 0.004595026 0.430689084 0.004705772 0.004820470 0.004763985 0.004696507 0.004595026 0.004595026 0.004595026 0.004595026 0.004595026 0.003853104 0.003525715 0.003853104 0.003853104 0.003853104 0.003853104 0.003853104 0.003853104 0.003853104 0.003853104 0.003853104 0.003853104 0.003853104 0.003853104 0.003853104 0.003853104 0.003853104 0.003826382 0.003853104 0.003960554 0.003485022 0.003853104 0.003963608 0.003853104 0.003853104 0.003450585 0.003854295 0.003854295 0.003797235 0.003854295 0.003854295 0.003854295 0.003854295 0.003854295 0.003854295 0.003854295 0.003854295 0.003634051 0.003854295 0.003854295 0.003854295 0.003637460 0.003367001 0.003368909 0.003854295 0.003854295 0.003854295 0.003853345 0.003853345 0.003853345 0.003796042 0.003963888 0.003796042 0.003853345 0.003686156 0.003853345 0.003853345 0.003853345 0.003632498 0.003853345 0.003963888 0.003963888 0.003853345 0.003853345 0.003853345 0.003853345 0.003853345 0.003853345 0.003853345 0.003853345 0.003853345 0.003635152 0.003796042 0.003853345
0.016340377 0.003634380 0.003634845 0.003637971 0.008043901 0.007519168 0.007562748 0.007568077 0.007528777 0.007713984 0.003380635 0.007562170 0.007565081 0.003305080 0.004780772 0.004780772 0.004780772 0.004610832 0.004705525 0.430729890 0.004471226 0.004780772 0.004715043 0.004610832 0.004610832 0.004610832 0.004610832 0.004610832 0.003869289 0.003544227 0.003869289 0.003869289 0.003869289 0.003869289 0.003869289 0.003869289 0.003869289 0.003869289 0.003869289 0.003869289 0.003869289 0.003869289 0.003869289 0.003869289 0.003869289 0.003845366 0.003869289 0.003680178 0.003508516 0.003869289 0.003980805 0.003869289 0.003869289 0.003473535 0.003869082 0.003869082 0.003813972 0.003869082 0.003869082 0.003869082 0.003869082 0.003869082 0.003869082 0.003869082 0.003869082 0.003352771 0.003869082 0.003869082 0.003869082 0.003655858 0.002964429 0.002965288 0.003869082 0.003869082 0.003869082 0.003869532 0.003869532 0.003869532 0.003814425 0.003981089 0.003814425 0.003869532 0.003703333 0.003869532 0.003869532 0.003869532 0.003352574 0.003869532 0.003981089 0.003981089 0.003869532 0.003869532 0.003869532 0.003869532 0.003869532 0.003869532 0.003869532 0.003869532 0.003869532 0.003655635 0.003814425 0.003869532
0.018559919 0.002994234 0.003039625 0.002978993 0.008505986 0.007862932 0.007917170 0.007922542 0.002783644 0.002776190 0.007727953 0.002775155 0.002780616 0.002715749 0.004142522 0.004142522 0.004142522 0.003987181 0.004324254 0.004011171 0.479766857 0.004142522 0.003999357 0.003987181 0.003987181 0.003987181 0.003987181 0.003987181 0.003078340 0.002890979 0.003078340 0.003078340 0.003078340 0.003078340 0.003078340 0.003078340 0.003078340 0.003078340 0.003078340 0.003078340 0.003078340 0.003078340 0.003078340 0.003078340 0.003078340 0.002933270 0.003078340 0.003380196 0.002740966 0.003078340 0.003161964 0.003078340 0.003078340 0.002302524 0.003080865 0.003080865 0.002898063 0.003080865 0.003080865 0.003080865 0.003080865 0.003080865 0.003080865 0.003080865 0.003080865 0.002626662 0.003080865 0.003080865 0.003080865 0.002983655 0.002418391 0.003438072 0.003080865 0.003080865 0.003080865 0.003077496 0.003077496 0.003077496 0.002893860 0.003161068 0.002893860 0.003077496 0.002821880 0.003077496 0.003077496 0.003077496 0.002621650 0.003077496 0.003161068 0.003161068 0.003077496 0.003077496 0.003077496 0.003077496 0.003077496 0.003077496 0.003077496 0.003077496 0.003077496 0.002621811 0.002893860 0.003077496
